pathway	Description	p.Val	FDR	Phenotype
GO_REGULATION_OF_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	GO_REGULATION_OF_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	1	1	1
GO_POSITIVE_REGULATION_OF_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	GO_POSITIVE_REGULATION_OF_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	1	1	1
GO_NEGATIVE_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GO_NEGATIVE_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	1	1	1
GO_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	GO_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	1	1	1
GO_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION	GO_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION	1	1	1
GO_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	GO_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	1	1	1
GO_POSITIVE_REGULATION_OF_CELL_AGING	GO_POSITIVE_REGULATION_OF_CELL_AGING	1	1	1
GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	GO_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	1	1	1
GO_REGULATION_OF_HEART_INDUCTION	GO_REGULATION_OF_HEART_INDUCTION	1	1	1
GO_PHAGOSOME_LYSOSOME_FUSION	GO_PHAGOSOME_LYSOSOME_FUSION	1	1	1
GO_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	GO_NEGATIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1	1	1
GO_STRESS_INDUCED_PREMATURE_SENESCENCE	GO_STRESS_INDUCED_PREMATURE_SENESCENCE	1	1	1
GO_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE	GO_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE	1	1	1
GO_CATECHOLAMINE_UPTAKE	GO_CATECHOLAMINE_UPTAKE	1	1	1
GO_ACTIN_FILAMENT_REORGANIZATION	GO_ACTIN_FILAMENT_REORGANIZATION	1	1	1
GO_INFLAMMATORY_RESPONSE_TO_WOUNDING	GO_INFLAMMATORY_RESPONSE_TO_WOUNDING	1	1	1
GO_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	1	1	1
GO_MITOCHONDRIAL_TRNA_PROCESSING	GO_MITOCHONDRIAL_TRNA_PROCESSING	1	1	1
GO_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE	GO_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE	1	1	1
GO_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	GO_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	1	1	1
GO_TELOMERIC_LOOP_DISASSEMBLY	GO_TELOMERIC_LOOP_DISASSEMBLY	1	1	1
GO_SCARNA_LOCALIZATION_TO_CAJAL_BODY	GO_SCARNA_LOCALIZATION_TO_CAJAL_BODY	1	1	1
GO_TELOMERASE_RNA_LOCALIZATION	GO_TELOMERASE_RNA_LOCALIZATION	1	1	1
GO_ENDOTHELIAL_CELL_MATRIX_ADHESION	GO_ENDOTHELIAL_CELL_MATRIX_ADHESION	1	1	1
GO_REVERSIBLE_DIFFERENTIATION	GO_REVERSIBLE_DIFFERENTIATION	1	1	1
GO_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING	GO_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING	1	1	1
GO_IMMUNOLOGICAL_MEMORY_PROCESS	GO_IMMUNOLOGICAL_MEMORY_PROCESS	1	1	1
GO_IMMUNOLOGICAL_MEMORY_FORMATION_PROCESS	GO_IMMUNOLOGICAL_MEMORY_FORMATION_PROCESS	1	1	1
GO_DNA_REPAIR_COMPLEX_ASSEMBLY	GO_DNA_REPAIR_COMPLEX_ASSEMBLY	1	1	1
GO_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	GO_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	1	1	1
GO_PROTEIN_LINEAR_POLYUBIQUITINATION	GO_PROTEIN_LINEAR_POLYUBIQUITINATION	1	1	1
GO_DENDRITIC_CELL_APOPTOTIC_PROCESS	GO_DENDRITIC_CELL_APOPTOTIC_PROCESS	1	1	1
GO_MOTOR_NEURON_APOPTOTIC_PROCESS	GO_MOTOR_NEURON_APOPTOTIC_PROCESS	1	1	1
GO_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	GO_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	1	1	1
GO_NCRNA_EXPORT_FROM_NUCLEUS	GO_NCRNA_EXPORT_FROM_NUCLEUS	1	1	1
GO_DUCTUS_ARTERIOSUS_CLOSURE	GO_DUCTUS_ARTERIOSUS_CLOSURE	1	1	1
GO_VASCULAR_SMOOTH_MUSCLE_CELL_DEVELOPMENT	GO_VASCULAR_SMOOTH_MUSCLE_CELL_DEVELOPMENT	1	1	1
GO_PRESYNAPTIC_MEMBRANE_ORGANIZATION	GO_PRESYNAPTIC_MEMBRANE_ORGANIZATION	1	1	1
GO_POSTSYNAPTIC_MEMBRANE_ASSEMBLY	GO_POSTSYNAPTIC_MEMBRANE_ASSEMBLY	1	1	1
GO_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	GO_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING	1	1	1
GO_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING	GO_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING	1	1	1
GO_POSITIVE_REGULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	GO_POSITIVE_REGULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL	1	1	1
GO_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	GO_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	1	1	1
GO_MESENCHYMAL_STEM_CELL_PROLIFERATION	GO_MESENCHYMAL_STEM_CELL_PROLIFERATION	1	1	1
GO_RUFFLE_ASSEMBLY	GO_RUFFLE_ASSEMBLY	1	1	1
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	1	1	1
GO_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	GO_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	1	1	1
GO_AMYLOID_BETA_CLEARANCE	GO_AMYLOID_BETA_CLEARANCE	1	1	1
GO_SELF_PROTEOLYSIS	GO_SELF_PROTEOLYSIS	1	1	1
GO_OMEGA_HYDROXYLASE_P450_PATHWAY	GO_OMEGA_HYDROXYLASE_P450_PATHWAY	1	1	1
GO_KERATINOCYTE_APOPTOTIC_PROCESS	GO_KERATINOCYTE_APOPTOTIC_PROCESS	1	1	1
GO_PROGRAMMED_NECROTIC_CELL_DEATH	GO_PROGRAMMED_NECROTIC_CELL_DEATH	1	1	1
GO_RESPONSE_TO_ANTINEOPLASTIC_AGENT	GO_RESPONSE_TO_ANTINEOPLASTIC_AGENT	1	1	1
GO_RESPONSE_TO_ANTIMETABOLITE	GO_RESPONSE_TO_ANTIMETABOLITE	1	1	1
GO_ZYMOGEN_INHIBITION	GO_ZYMOGEN_INHIBITION	1	1	1
GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	GO_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	1	1	1
GO_NEUTROPHIL_CLEARANCE	GO_NEUTROPHIL_CLEARANCE	1	1	1
GO_AUTOPHAGOSOME_MATURATION	GO_AUTOPHAGOSOME_MATURATION	1	1	1
GO_PRENYLATION	GO_PRENYLATION	1	1	1
GO_ESTABLISHMENT_OF_SERTOLI_CELL_BARRIER	GO_ESTABLISHMENT_OF_SERTOLI_CELL_BARRIER	1	1	1
GO_CELLULAR_LIPID_BIOSYNTHETIC_PROCESS	GO_CELLULAR_LIPID_BIOSYNTHETIC_PROCESS	1	1	1
GO_RESPONSE_TO_INTERLEUKIN_17	GO_RESPONSE_TO_INTERLEUKIN_17	1	1	1
GO_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY	GO_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY	1	1	1
GO_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	GO_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	1	1	1
GO_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	GO_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	1	1	1
GO_MOTOR_NEURON_MIGRATION	GO_MOTOR_NEURON_MIGRATION	1	1	1
GO_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	GO_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	1	1	1
GO_NECROPTOTIC_SIGNALING_PATHWAY	GO_NECROPTOTIC_SIGNALING_PATHWAY	1	1	1
GO_SEQUESTERING_OF_IRON_ION	GO_SEQUESTERING_OF_IRON_ION	1	1	1
GO_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	GO_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY	1	1	1
GO_CONNECTIVE_TISSUE_REPLACEMENT	GO_CONNECTIVE_TISSUE_REPLACEMENT	1	1	1
GO_CALCINEURIN_MEDIATED_SIGNALING	GO_CALCINEURIN_MEDIATED_SIGNALING	1	1	1
GO_DE_NOVO_CENTRIOLE_ASSEMBLY	GO_DE_NOVO_CENTRIOLE_ASSEMBLY	1	1	1
GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	GO_POSITIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER	1	1	1
GO_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	GO_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	1	1	1
GO_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	GO_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS	1	1	1
GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1
GO_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GO_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	1	1	1
GO_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE	GO_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE	1	1	1
GO_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	GO_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1	1	1
GO_ASYMMETRIC_STEM_CELL_DIVISION	GO_ASYMMETRIC_STEM_CELL_DIVISION	1	1	1
GO_MACROMOLECULE_DEPALMITOYLATION	GO_MACROMOLECULE_DEPALMITOYLATION	1	1	1
GO_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	GO_POSITIVE_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	1	1	1
GO_RESPONSE_TO_INTERLEUKIN_7	GO_RESPONSE_TO_INTERLEUKIN_7	1	1	1
GO_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	GO_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	1	1	1
GO_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING	GO_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING	1	1	1
GO_SPONTANEOUS_SYNAPTIC_TRANSMISSION	GO_SPONTANEOUS_SYNAPTIC_TRANSMISSION	1	1	1
GO_FOLATE_TRANSMEMBRANE_TRANSPORT	GO_FOLATE_TRANSMEMBRANE_TRANSPORT	1	1	1
GO_INTESTINAL_LIPID_ABSORPTION	GO_INTESTINAL_LIPID_ABSORPTION	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	GO_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	1	1	1
GO_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	GO_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE	1	1	1
GO_SYNAPSE_PRUNING	GO_SYNAPSE_PRUNING	1	1	1
GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	1	1	1
GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	GO_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	1	1	1
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1
GO_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	GO_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	1	1	1
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	1	1	1
GO_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1
GO_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	1	1	1
GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	GO_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	1	1	1
GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_POSTSYNAPTIC_ENDOSOME_TO_LYSOSOME	GO_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_POSTSYNAPTIC_ENDOSOME_TO_LYSOSOME	1	1	1
GO_RECEPTOR_DIFFUSION_TRAPPING	GO_RECEPTOR_DIFFUSION_TRAPPING	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	1	1	1
GO_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	GO_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	1	1	1
GO_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	GO_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY	1	1	1
GO_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	GO_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	1	1	1
GO_VESICLE_TETHERING	GO_VESICLE_TETHERING	1	1	1
GO_POSTSYNAPSE_ASSEMBLY	GO_POSTSYNAPSE_ASSEMBLY	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS	1	1	1
GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	1	1	1
GO_TRNA_5_END_PROCESSING	GO_TRNA_5_END_PROCESSING	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GO_REGULATION_OF_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	1	1	1
GO_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	GO_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	1	1	1
GO_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	GO_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	1	1	1
GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	GO_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	1	1	1
GO_PRESYNAPSE_ORGANIZATION	GO_PRESYNAPSE_ORGANIZATION	1	1	1
GO_REGULATION_OF_PRESYNAPSE_ORGANIZATION	GO_REGULATION_OF_PRESYNAPSE_ORGANIZATION	1	1	1
GO_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION	GO_POSTSYNAPTIC_CYTOSKELETON_ORGANIZATION	1	1	1
GO_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GO_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	1	1	1
GO_ACTIN_FILAMENT_BASED_TRANSPORT	GO_ACTIN_FILAMENT_BASED_TRANSPORT	1	1	1
GO_PRESYNAPTIC_DENSE_CORE_VESICLE_EXOCYTOSIS	GO_PRESYNAPTIC_DENSE_CORE_VESICLE_EXOCYTOSIS	1	1	1
GO_SYNAPTIC_VESICLE_ENDOSOMAL_PROCESSING	GO_SYNAPTIC_VESICLE_ENDOSOMAL_PROCESSING	1	1	1
GO_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	GO_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	1	1	1
GO_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	GO_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX	1	1	1
GO_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	GO_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	1	1	1
GO_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	GO_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	1	1	1
GO_SYNAPTIC_MEMBRANE_ADHESION	GO_SYNAPTIC_MEMBRANE_ADHESION	1	1	1
GO_MODIFICATION_OF_SYNAPTIC_STRUCTURE	GO_MODIFICATION_OF_SYNAPTIC_STRUCTURE	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1
GO_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GO_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	1	1	1
GO_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	1	1	1
GO_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	1	1	1
GO_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	GO_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	1	1	1
GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GO_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1
GO_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	GO_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	1	1	1
GO_INTESTINAL_HEXOSE_ABSORPTION	GO_INTESTINAL_HEXOSE_ABSORPTION	1	1	1
GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	1	1	1
GO_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	GO_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	1	1	1
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	1	1	1
GO_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	GO_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	1	1	1
GO_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	GO_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	1	1	1
GO_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	GO_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	1	1	1
GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1
GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1
GO_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY	GO_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY	1	1	1
GO_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION	GO_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION	1	1	1
GO_CELLULAR_DETOXIFICATION_OF_ALDEHYDE	GO_CELLULAR_DETOXIFICATION_OF_ALDEHYDE	1	1	1
GO_CELLULAR_RESPONSE_TO_ALDEHYDE	GO_CELLULAR_RESPONSE_TO_ALDEHYDE	1	1	1
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	1	1	1
GO_REGULATION_OF_LIPID_TRANSPORTER_ACTIVITY	GO_REGULATION_OF_LIPID_TRANSPORTER_ACTIVITY	1	1	1
GO_INTERMEMBRANE_LIPID_TRANSFER	GO_INTERMEMBRANE_LIPID_TRANSFER	1	1	1
GO_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	GO_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	1	1	1
GO_TIGHT_JUNCTION_ORGANIZATION	GO_TIGHT_JUNCTION_ORGANIZATION	1	1	1
GO_MITOCHONDRIAL_GENE_EXPRESSION	GO_MITOCHONDRIAL_GENE_EXPRESSION	1	1	1
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	1	1	1
GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	GO_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	1	1	1
GO_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	GO_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	1	1	1
GO_REGULATION_OF_SPONTANEOUS_SYNAPTIC_TRANSMISSION	GO_REGULATION_OF_SPONTANEOUS_SYNAPTIC_TRANSMISSION	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	GO_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	1	1	1
GO_REGULATION_OF_DEACETYLASE_ACTIVITY	GO_REGULATION_OF_DEACETYLASE_ACTIVITY	1	1	1
GO_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GO_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	1	1	1
GO_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS	GO_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS	1	1	1
GO_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	GO_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	1	1	1
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	1	1	1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	1	1	1
GO_REGULATION_OF_PROTEIN_KINASE_C_ACTIVITY	GO_REGULATION_OF_PROTEIN_KINASE_C_ACTIVITY	1	1	1
GO_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY	GO_NEGATIVE_REGULATION_OF_RUFFLE_ASSEMBLY	1	1	1
